"state","name","category","total_liabilities","bonds_outstanding","compensated_absences","leases","loans_outstanding","net_pension_liability","net_opeb_liability"
"TX","Willow Creek Farms Municipal Utility District","Special District",44059652,32357056,0,873200,0,0,0
"UT","Salt Lake City Open Classroom","School District",6963,0,0,0,0,0,0
"TX","Willow Fork Drainage District","Special District",34339409,32915000,0,0,0,0,0
"VA","Alexandria Renew Enterprises","Special District",139039121,103007452,0,0,8365127,6079522,308078
"TX","Santa Rosa Independent School District","School District",22568964,9316538,0,690935,0,4387730,6265265
"TX","Woodridge Municipal Utility District","Special District",35743336,16460534,0,0,0,0,0
"VA","George Washington Regional Commission","Special District",342838,0,0,0,0,0,0
"TX","Schertz-Cibolo-Universal City Independent School District","School District",562583379,459824381,1106054,0,0,40760838,47869923
"TX","Williamson County Municipal Utility District No 25","Special District",24241910,8094297,0,0,0,0,0
"VA","Middle Peninsula Regional Airport Authority","Special District",920027,681687,0,0,0,0,0
"VA","Virginia Resource Authority","Special District",3522468962,3415890307,0,0,78249000,0,273278
"MS","Prentiss County School District","School District",36868010,3369,207336,2490,0,33794180,2395144
"WA","The Tacoma Rescue Mission","Special District",11986096,0,0,0,11682778,0,0
"VT","Hartford School District","School District",17093369,13906810,239275,0,0,0,911405
"WI","Blair-Taylor School District","School District",16965926,6685000,51530,38791,0,242296,579529
"WI","Clinton Community School District","School District",5428333,1090000,0,402078,0,0,658676
"VA","Virginia Tech/Montgomery County Regional Airport Authority","Special District",14603678,1909095,73706,91772,0,281849,157616
"WI","Boyceville Community School District","School District",6788451,5482667,90279,0,0,0,537615
"VT","Newport City School District","School District",1130204,0,0,0,0,403402,0
"WI","Hmong American Peace Academy Ltd","Charter School",31870449,27740597,0,0,0,0,0
"VT","Windham Southeast School District","School District",13306958,7306000,0,0,0,1419955,0
"MI","Baraga County Road Commission","Special District",5580277,0,370760,0,1396830,3162357,462680
"VT","Lamoille South Unified Union School District","School District",5995111,1140000,0,0,0,1807473,0
"VT","Barre Unified Union School District #97","School District",6890499,0,200649,0,0,926153,0
"WI","Lake Geneva-Genoa City Uhs District","Special District",13480173,940000,0,0,0,0,9993511
"OR","Lane County School District No. 32","School District",6972016,3816340,36992,43076,0,3037579,0
"TX","Seminole Independent School District","School District",54962845,17956177,0,668849,0,11193141,13310142
"WI","North Crawford School District","School District",1801050,0,64725,0,0,158538,28667
"WV","Mingo County Redevelopment Authority","Special District",206791,0,0,0,0,23516,42737
"NC","Winston-Salem State University","Public Higher Education",232264355,56181740,4854607,35685000,0,21576748,94453926
"WY","Fremont County School District 14","School District",14163467,275000,427517,297862,0,11001659,0
"WI","School District No.1 - Town of Lac Du Flambeau","School District",5086259,0,1189425,52504,0,79647,2897297
"WI","Owen-Withee School District","School District",3371809,0,43906,0,1792753,0,851908
"WY","Big Horn County School District Number 3","School District",7227822,0,51977,0,0,6774390,0
"WI","School District of Algoma","School District",4770975,3649348,0,0,0,0,0
"WY","Hot Springs County School District 1","School District",9678012,0,208621,0,36729,8315378,0
"WI","School District of Bonduel","School District",4382683,2781823,76831,298703,0,0,170275
"WY","Platte County School District 2","School District",4726313,0,122961,5329,0,4159570,0
"WI","St Croix Central School District","School District",34866930,30282049,0,18326,0,229565,1127986
"WI","Osseo-Fairchild School District","School District",9742002,3798940,58227,0,0,0,981778
"WY","Eden Valley Irrigation & Drainage District","Special District",513464,0,20354,0,0,0,0
"WI","Winneconne Community School District","School District",16145473,9524944,106129,385280,0,0,0
"WV","The Kanawha County Emergency Ambulance Authority","Special District",4779448,0,545702,0,0,0,2963562
"WI","School District of Prescott","School District",40130182,35270202,503981,0,0,0,2444108
"WY","Castle Rock Hospital District","Special District",5607057,0,261589,0,0,0,0
"WY","Platte County School District Number One","School District",15435759,0,285089,165982,0,13503632,0
"AZ","Legacy Traditional School - Phoenix","Charter School",41613716,38098532,0,0,0,0,0
"WY","Sublette County School District 1","School District",14601314,0,63227,140385,0,12966223,0
"IL","Board of Education of the City of Peoria","School District",322592032,0,0,0,0,11821637,1723813
"CA","Community Collaborative Virtual School","School District",13365347,0,0,0,3877310,0,0
"CA","Alzheimer's Los Angeles","Special District",1635380,0,0,0,0,0,0
"FL","Miami Dade Water & Sewer Department","Special District",4043276000,3236961000,52043000,0,186511000,217181000,58434000
"AR","Lincoln Consolidated School District No. 48","School District",0,15520000,0,0,0,8210627,0
"IL","Parkland Community College Community College District 505","Community College District",100518391,50135902,1803667,0,0,0,34597679
"CA","Astronomical Society of the Pacific-Audit","Special District",1462358,0,0,0,0,0,0
"CA","Napa County Flood Control and Water Conservation Disrict","Special District",149143,0,0,0,0,0,0
"ID","West Shoshone Hospital District No. 1","Special District",12119616,0,906431,0,1178300,0,0
"AR","White County Central School District No. 48","School District",26343,3705000,0,0,0,5421869,0
"AL","Hoover City Board of Eduation","Special District",393431235,0,1487885,0,0,158579000,56375225
"IL","Momence Community Schools Unit District 1","School District",9120000,9120000,0,0,0,547428,0
"IL","Bellwood School District 88","School District",30300521,28593098,0,1707423,0,1334768,18772243
"KS","Unified School District 250","School District",0,4071000,0,1667749,0,23088064,0
"IL","Monticello Community Unit School District 25","School District",33158700,27180000,25697,3238700,0,0,0
"KS","Chaparral Schools Unified School District No. 361","School District",0,4185000,0,3000298,0,0,0
"IL","Leyden Area Special Education","School District",4960872,0,0,0,0,540368,4377221
"KS","Unified School District 499","School District",13801899,6630000,0,223114,0,6948785,0
"DC","Washington Metrorail Safety Commission","Special District",1055701,0,162360,0,0,0,0
"MA","Hoosac Valley Regional School District","School District",68494253,9330000,286352,0,0,6623793,50905898
"IL","Greater Chicago Food Despository","Special District",18085719,0,0,0,10739560,0,0
"MN","Independent School District 2198","School District",11382022,5586560,0,0,0,4529907,418323
"MO","Chaffee R-II School District","School District",8794326,4145000,0,59345,0,4589981,0
"KY","Henderson County","General Purpose",0,8355221,0,430717,0,0,0
"KY","Pike County","General Purpose",0,23300000,0,2340819,0,0,0
"MN","Mid State Education District","School District",5885521,0,41770,0,0,2642254,145389
"KY","Franklin County","General Purpose",0,20180000,0,189000,146007,0,0
"MI","Interfaith Hospitality Network of Washtenaw County","Special District",107486,0,0,0,59519,0,0
"NC","North Carolina Agricultural and Technical State University","Public Higher Education",359886148,97247723,11034174,0,0,43884366,185288154
"MO","Southland Consolidated School District No C-9","School District",0,0,33910,0,0,0,0
"NJ","Delsea Regional High School","School District",21714817,9021000,988406,906549,0,9367169,0
"MN","Independent School District No. 6070-50 Itasca Area Schools Collaborative","School District",5126104,0,91678,139462,0,3162584,0
"NM","Aztec Municipal Schools District No. 2","School District",76788310,26791727,268781,0,0,37667528,10594829
"MN","Independent School District No. 116","School District",37116625,1158689,0,1014342,0,5916145,418046
"NJ","School District of Lawrence Township","School District",60900084,37695000,1125724,0,0,19811570,0
"MT","Boulder School District No. 7","School District",2053995,95000,97783,3632,0,1753789,85733
"NJ","East Orange Community Charter School","Charter School",3778991,0,0,0,45617,2996031,0
"NJ","Palisades Park Board of Education","School District",8602407,113000,3472241,32743,0,4328154,0
"MT","Cut Bank Airport Authority","Special District",147567,0,0,0,0,0,0
"NM","North Central New Mexico Economic Development Distirct","Special District",5563192,0,41419,0,0,2193303,848533
"OH","Bloom Vernon Local School District","Special District",14847110,0,0,0,0,10793110,1207302
"OH","Maple","General Purpose",0,0,0,0,0,0,0
"NC","Goldston-Gulf Sanitary District","Special District",1475053,0,0,0,0,43422,0
"OK","Comanche School District No.I-2","School District",4195826,2455000,0,1011022,0,0,0
"PA","Saint Clair Area School District","School District",25354790,11700000,63818,0,0,10105000,2400284
"OK","Stringtown Independent School District No I-7","School District",562804,280000,0,4595,0,0,0
"TN","West Tennessee Heathcare and Related Affiliates","Special District",699335000,348432000,0,8244000,0,119441000,0
"OK","Rock Creek Independent School District No. I-2","School District",803205,95000,0,357281,0,0,0
"TX","Alamo Regional Mobility Authority","Special District",150805678,122374063,0,0,0,0,0
"OK","Wyandotte School District No.I-1","School District",0,190000,0,18475,0,0,0
"WV","Central West Virginia Transit Authority","Special District",901708,0,0,0,0,183726,595370
"OK","Anadarko School District No. I-20","School District",0,1615000,0,1064121,0,0,0
"IA","Iowa Star School 28e Retention Pool Trust","School District",165146,0,0,0,0,0,0
"WV","Mercer County Airport Authority","Special District",94381,0,0,12369,0,22056,53053
"VT","Washington Central Unified Union School District","School District",12693432,11213926,81199,0,0,677286,0
"WI","School District of Colfax","School District",8877437,7228116,207493,0,0,0,401442
"VA","Cumberland Plateau Economic Development Commission","Special District",219396,0,59167,0,0,0,0
"WA","Inland Northwest Land Trust","Special District",0,0,0,0,0,0,0
"WV","Regional  Development Authority of Charleston-Kanawha County","Special District",6911140,6640598,0,0,0,0,0
"WA","Rainier Valley Leadership Academy","Charter School",5245008,0,0,0,0,1691758,0
"WV","Nitro","General Purpose",22513922,0,132977,657780,0,20549987,1039113
"IL","Geneva Community Unit School District No. 304","School District",194378813,135803350,0,0,125664,7853876,44063988
"UT","Carbon County Recreation & Transportation Special Service District","Special District",25344,0,0,0,0,17465,0
"IL","Rochester Community Unit School District No. 3A","School District",35140275,35140000,0,0,0,1788317,10397551
"OK","Bethel School District No.I-3","School District",3424531,1760000,0,93320,0,8418698,0
"MI","Ace Academy Sda","Charter School",139110,0,0,0,0,0,0
"MI","Charlevoix County Transportation Authority","Special District",50984,0,0,0,0,0,0
"MI","Oakland County Academy of Media & Technology","Charter School",154171,0,0,0,0,0,0
"KS","Newton Unified School District No. 373","School District",60354758,25690000,0,0,0,34664758,0
"MI","River Heights Academy","Charter School",5703055,5175000,0,0,0,112891,24040
"IL","Monmouth-Roseville Community Unit School District No. 238","School District",5526000,5501000,0,0,0,1186233,7815193
"MI","Timberland Charter Academy","Charter School",646278,0,0,0,0,0,0
"MI","St. Joseph County Intermediate School District","School District",43845376,3085000,155583,0,0,30398666,6743427
"MI","Macomb Intermediate School District","School District",326343243,1705000,1620141,0,0,224098583,48379444
"IL","United Community Unit School District No. 304","School District",0,11685000,0,0,0,518086,5419514
"IL","Adlai E.Stevenson High School District No. 125","School District",41218447,41065000,0,153447,0,11810641,48057326
"MI","Oakland Flextech High School","School District",294916,0,0,0,0,0,0
"IL","Carlinville Community Unit School District No. 1","School District",2174641,2019000,0,33441,0,1234564,0
"MI","Walled Lake Consolidated School District","School District",570186697,155143475,5010399,0,0,313245426,66548661
"ME","Northern New England Passanger Rail Authority","Special District",4347688,0,44594,0,0,1061575,547100
"IL","Beardstown Community Unit School District No. 15","School District",1623525,1259620,0,285097,0,966342,6078134
"IL","El-Paso Gridley Community Unit School District No. 11","School District",3051351,2880000,0,0,0,1147267,0
"MI","St. Clair County Regional Educational Service Agency","General Purpose",74302773,0,918023,0,0,52956060,11495259
"OK","Glover School District No. C-023","School District",104456,80000,0,0,0,0,0
"IL","Taylorville Community Unit School District No.3","School District",13545000,13545000,0,0,0,0,0
