"abbreviation","name","category","population"
"MI","Grand Traverse County","General Purpose",91807
"CA","Rancho Santa Margarita","General Purpose",48793
"NM","Cimarron","General Purpose",903
"NM","Jal","General Purpose",2069
"CA","Shasta County","General Purpose",179921
"PA","Nuangola Borough","General Purpose",675
"NM","Edgewood","General Purpose",3892
"MO","Camdenton","General Purpose",4059
"NE","Bayard","General Purpose",1140
"MO","Osceola","General Purpose",901
"IL","Danville","General Purpose",31424
"NY","Tompkins County","General Purpose",104802
"NY","Albany","General Purpose",98251
"KY","Spencer County","General Purpose",18507
"IN","Otterbein","General Purpose",1254
"MD","Union Bridge","General Purpose",963
"MI","Grand Rapids","General Purpose",198829
"MO","Purdy","General Purpose",1096
"MO","Alton","General Purpose",839
"MO","Unionville","General Purpose",1790
"MO","Salisbury","General Purpose",1536
"PA","Springboro Borough","General Purpose",455
"NY","Palatine Bridge","General Purpose",752
"TN","Mcewen","General Purpose",1725
"NY","Oriskany Falls","General Purpose",699
"UT","Duchesne","General Purpose",1779
"NY","Troy","General Purpose",49565
"NY","Wesley Hills","General Purpose",5938
"TN","Marshall County","General Purpose",32931
"TN","Nashville-Davidson County","General Purpose",678889
"OK","Norman","General Purpose",122843
"NY","Amityville","General Purpose",9524
"AL","Moundville","General Purpose",2446
"UT","Hyde Park","General Purpose",4575
"NY","Lindenhurst","General Purpose",27153
"UT","Brian Head","General Purpose",90
"KY","Henderson County","General Purpose",45928
"KY","Pike County","General Purpose",58883
"KY","Franklin County","General Purpose",50485
"WV","Cairo","General Purpose",262
"WV","Nitro","General Purpose",6561
"NY","Conklin","General Purpose",5215
"NY","Franklinville","General Purpose",2861
"FL","Atlantic Beach","General Purpose",13608
"GA","Fulton County","General Purpose",1041423
"GA","Ben Hill County","General Purpose",16996
"GA","Gwinnett County","General Purpose",920260
"IL","Jackson County","General Purpose",58284
"MI","Canton Charter Township","General Purpose",91791
"AL","Brighton","General Purpose",2801
"VT","Hyde Park","General Purpose",490
"AL","Lipscomb","General Purpose",2153
"PA","Northumberland County","General Purpose",92029
"IN","Carmel","General Purpose",92198
"NY","Collins","General Purpose",6576
"MO","Parkville","General Purpose",6772
"NY","Elizabethtown","General Purpose",1120
"IN","Culver","General Purpose",1422
"IN","Columbus","General Purpose",47143
"IN","Columbia City","General Purpose",9044
"IN","East Chicago","General Purpose",28215
"IN","Anderson","General Purpose",55076
"NY","Nassau County","General Purpose",1369514
"AL","Warrior","General Purpose",3208
"IN","Franklin","General Purpose",25089
"IN","Goshen","General Purpose",33220
"IN","Greenfield","General Purpose",22094
"IN","Laporte","General Purpose",21681
"IN","Lawrence","General Purpose",48704
"IN","Madison","General Purpose",11777
"IN","Michigan City","General Purpose",31056
"IN","Noblesville","General Purpose",61882
"IN","North Judson","General Purpose",1715
"IN","Paoli","General Purpose",3621
"IN","Rushville","General Purpose",6047
"IN","South Bend","General Purpose",102245
"IN","Vincennes","General Purpose",17729
"IN","Valparaiso","General Purpose",33376
"IN","Washington","General Purpose",12114
"NY","Clayton","General Purpose",4899
"MO","Raytown","General Purpose",29211
"NY","Brookfield","General Purpose",2423
"AL","Fort Deposit","General Purpose",1186
"NY","Amsterdam","General Purpose",5987
"KY","Wayne County","General Purpose",20716
"OK","Locust Grove School District I-17","School District",1396
"NJ","Medford Township","General Purpose",23496
"TX","Young County","General Purpose",17979
"TN","Lawrence County","General Purpose",43396
"IA","City of Lamoni and Lamoni Municipal Utilities","Special District",2267
"NY","New Haven","General Purpose",2838
"WV","New Haven","General Purpose",1499
"FL","Ocala","General Purpose",59110
"MD","Charles County","General Purpose",159700
"NY","Volney","General Purpose",5711
"NJ","Ramsey Borough","General Purpose",15242
"MD","Calvert County","General Purpose",91502
"NY","Kiryas Joel","General Purpose",24155
"GA","Clayton County","General Purpose",285153
"NY","Russell","General Purpose",1791
"VA","Fauquier County","General Purpose",69465
"NJ","Bayonne","General Purpose",67186
"MI","Hayes Township","General Purpose",2663
"MI","Livingston Township","General Purpose",2574
"NE","Nickerson Township","General Purpose",784
"MI","Schoolcraft","General Purpose",1561
"IL","Harlem Township","General Purpose",39006
"NY","Waterloo","General Purpose",7376
"IL","Lafayette Township","General Purpose",161
"IL","Seward Township","General Purpose",885
"IL","Riverside Township","General Purpose",15351
"IL","Wheatland Township","General Purpose",85030
"NY","Greenwood","General Purpose",774
"NY","Babylon","General Purpose",212355
"NE","Republican City","General Purpose",157
"NY","Liberty","General Purpose",9364
"NY","Tioga","General Purpose",4687
"LA","Lafayette","General Purpose",127657
"FL","Osceola County","General Purpose",352180
"GA","Marietta","General Purpose",61048
"NY","Gardiner","General Purpose",5650
"MD","Garrett County","General Purpose",29233
"MD","Washington County","General Purpose",150578
"GA","Peachtree City","General Purpose",35262
"FL","Okeechobee County","General Purpose",41605
"IA","Waverly","General Purpose",10126
"KY","Paducah","General Purpose",24941
"MA","Tyngsborough","General Purpose",12357
"NC","Dare County","General Purpose",36099
"NC","Mount Gilead","General Purpose",1161
"NC","Scotland County","General Purpose",35093
"NC","Winterville","General Purpose",9654
"SC","Florence","General Purpose",37778
"TX","Willacy County","General Purpose",21584
"VA","Colonial Heights","General Purpose",17830
"VA","Botetourt County","General Purpose",33192
"UT","St. George","General Purpose",84405
"VA","Mecklenburg County","General Purpose",30686
"NY","Wawarsing","General Purpose",12866
"TN","Cheatham County","General Purpose",40330
"IL","Cincinnati Township","General Purpose",9147
"TN","Crockett County","General Purpose",14473
"TN","Dekalb County","General Purpose",19852
"TN","Cocke County","General Purpose",35556
"TN","Decatur County","General Purpose",11751
"TN","Cannon County","General Purpose",14216
"TN","Chester County","General Purpose",17119
"TN","Carter County","General Purpose",56488
"TN","Franklin County","General Purpose",41652
"TN","Campbell County","General Purpose",39648
"TN","Carroll County","General Purpose",27860
"TN","Fayette County","General Purpose",40036
"TN","Dickson County","General Purpose",52853
"TN","Clay County","General Purpose",7703
"TN","Coffee County","General Purpose",55034
"TN","Claiborne County","General Purpose",31609
"TN","Dyer County","General Purpose",37463
"TN","Fentress County","General Purpose",18136
"TN","Bradley County","General Purpose",105560
"TN","Anderson County","General Purpose",76257
"TN","Hawkins County","General Purpose",56459
"TN","Greene County","General Purpose",68808
"TN","Loudon County","General Purpose",52152
"TN","Haywood County","General Purpose",17573
"TN","Giles County","General Purpose",29401
"TN","Henderson County","General Purpose",27751
"TN","Houston County","General Purpose",8213
"TN","Grundy County","General Purpose",13361
"TN","Jackson County","General Purpose",11677
"TN","Lake County","General Purpose",7468
"TN","Lincoln County","General Purpose",33751
"TN","Humphreys County","General Purpose",18484
"TN","Henry County","General Purpose",32450
"TN","Mcnairy County","General Purpose",26004
"TN","Hickman County","General Purpose",24864
"TN","Putnam County","General Purpose",77674
"TN","Hamilton County","General Purpose",361613
"TN","Maury County","General Purpose",92163
"TN","Macon County","General Purpose",24079
"TN","Lewis County","General Purpose",12035
"TN","Meigs County","General Purpose",12068
"TN","Madison County","General Purpose",97643
"TN","Monroe County","General Purpose",46240
"TN","Hardeman County","General Purpose",25447
"TN","Marion County","General Purpose",28425
"TN","Jefferson County","General Purpose",53804
"TN","Overton County","General Purpose",22012
"TN","Montgomery County","General Purpose",200182
"TN","Lauderdale County","General Purpose",25274
"TN","Polk County","General Purpose",16757
"TN","Morgan County","General Purpose",21636
"TN","Obion County","General Purpose",30385
"TN","Perry County","General Purpose",7975
"TN","Knox County","General Purpose",461860
"TN","Hancock County","General Purpose",6600
"TN","Sequatchie County","General Purpose",14736
"TN","Rhea County","General Purpose",32691
"TN","Rutherford County","General Purpose",317157
"TN","Williamson County","General Purpose",226257
"TN","Shelby County","General Purpose",936961
"TN","Wilson County","General Purpose",136442
"TN","Unicoi County","General Purpose",17759
"TN","Stewart County","General Purpose",13355
"TN","Sullivan County","General Purpose",157158
"TN","White County","General Purpose",26753
"TN","Wayne County","General Purpose",16583
"TN","Union County","General Purpose",19442
"TN","Weakley County","General Purpose",33337
"TN","Roane County","General Purpose",53036
"TN","Sevier County","General Purpose",97638
"TN","Tipton County","General Purpose",61366
"TN","Smith County","General Purpose",19636
"TN","Scott County","General Purpose",21989
"TN","Robertson County","General Purpose",70177
"MO","Independence","General Purpose",117306
"NC","High Shoals","General Purpose",737
"MS","Picayune","General Purpose",10382
"NC","Raeford","General Purpose",4934
"NC","Fayetteville","General Purpose",209889
"KY","Florence","General Purpose",32305
"NC","Alamance County","General Purpose",162391
"KY","Glasgow","General Purpose",14362
"MD","Betterton","General Purpose",318
"MD","Caroline County","General Purpose",33193
"ME","Waterville","General Purpose",16600
"NV","Wells","General Purpose",1250
"NV","Elko","General Purpose",20451
"NY","City of Buffalo Section 8 Housing Assistance Payments Program","Non-Profit",258612
"RI","East Greenwich","General Purpose",13099
"TN","Bartlett","General Purpose",59102
"TN","Dyersburg","General Purpose",16473
"TN","Germantown","General Purpose",39141
"TN","Tazewell","General Purpose",2273
"UT","Milford","General Purpose",1348
"VA","Montgomery County","General Purpose",98559
"VA","Greensville County","General Purpose",11679
"UT","Orem","General Purpose",97839
"TN","Bledsoe County","General Purpose",14717
"TN","Benton County","General Purpose",15986
"TN","Washington County","General Purpose",127806
"TN","Blount County","General Purpose",129929
"CA","Simi Valley","General Purpose",126878
"FL","Deltona","General Purpose",90746
"FL","West Palm Beach","General Purpose",110222
"GA","Mitchell County","General Purpose",22292
"NJ","Waldwick Borough","General Purpose",10092
"FL","Marion County","General Purpose",354353
"FL","Lake County","General Purpose",346017
"AZ","Cochise County","General Purpose",124756
"CT","Jewett City","General Purpose",3408
"AR","Drew County","General Purpose",18547
"WY","Jackson","General Purpose",10532
"TX","Alvin","General Purpose",26474
"TX","Athens","General Purpose",12704
"WY","Pinedale","General Purpose",1890
"TX","Amarillo","General Purpose",199826
"CA","Concord","General Purpose",129783
"CO","Arapahoe County","General Purpose",643052
"TN","Johnson County","General Purpose",17691
"CA","Mountain View","General Purpose",81438
"TN","Lynchburg (Moore County)","General Purpose",6384
"TN","Gibson County","General Purpose",49111
"TN","Pickett County","General Purpose",5073
"TN","Hamblen County","General Purpose",64277
"TN","Cumberland County","General Purpose",59078
"AZ","Glendale","General Purpose",246709
"AR","Independence County","General Purpose",37504
"AK","Kenai Peninsula Borough","General Purpose",58617
"CO","Arvada","General Purpose",118807
"AK","Matanuska-Susitna Borough","General Purpose",106532
"AL","Shorter","General Purpose",416
"AL","Mountain Brook","General Purpose",20381
"AK","Fairbanks North Star Borough","General Purpose",99703
"CA","Mammoth Lakes","General Purpose",8132
"CT","Middlebury","General Purpose",7725
"CO","Snowmass","General Purpose",2769
"CT","Naugatuck","General Purpose",31461
"CO","Huerfano County","General Purpose",6662
"CA","Sacramento County","General Purpose",1530615
"FL","Daytona Beach","General Purpose",68055
"CT","Stonington Borough","General Purpose",18593
"FL","Cutler Bay","General Purpose",45101
"TX","Arcola","General Purpose",2323
"TN","Hardin County","General Purpose",25846
"GA","Burke County","General Purpose",22522
"AZ","Maricopa County","General Purpose",4307033
"IL","Germantown","General Purpose",1279
"ID","Deary","General Purpose",520
"IL","Albany","General Purpose",879
"GA","Dillard","General Purpose",369
"GA","Griffin","General Purpose",22770
"GA","Statesboro","General Purpose",31379
"IA","Marshalltown","General Purpose",27280
"CO","Costilla County","General Purpose",3776
"CO","Jefferson County","General Purpose",574613
"IA","Manning","General Purpose",1443
"IL","Goreville","General Purpose",1061
"ID","Ammon","General Purpose",15540
"IL","Bartlett","General Purpose",41149
"IL","Batavia","General Purpose",26563
"IA","Burlington","General Purpose",25022
"IA","West Liberty","General Purpose",3755
"ID","Council","General Purpose",865
"ID","Culdesac","General Purpose",382
"IA","Waukee","General Purpose",20649
"IL","Clay City","General Purpose",918
"IL","Collinsville Township","General Purpose",35927
"IL","Channahon","General Purpose",12805
"IL","Boone County","General Purpose",53513
