state,nces_original_name,gov_unit_original_name,ncesid,censusid,acfrs_original_name
NM,GADSDEN INDEPENDENT SCHOOLS,gadsden school district,3501080,32500700100000,NA
OH,Gahanna-Jefferson City,gahanna jefferson city sch dis t,3904696,36502500600000,NA
GA,Gainesville City,gainesville ind sch dist,1302310,11506900100000,NA
TX,GAINESVILLE ISD,gainesville ind sch dist 901,4820220,44504900500000, Gainesville Independent School District 
MO,GAINESVILLE R-V,gainesville sch dist r 5,2912600,26507702300000,NA
MT,Galata Elem,galata elem dist 21,3011730,27505100700000,NA
IL,Galatia CUSD 1,galatia community unit school district 1,1716020,14508350200000,NA
VA,GALAX CITY PBLC SCHS,galax city schools,5101560,47211400130100,NA
KS,Galena,galena unified school district 499,2006360,17501104700000,NA
AK,Galena City School District,galena city school district,0200130,02202300530100, Galena City School District 
TX,GALENA PARK ISD,galena park ind sch dist 910,4820250,44510100900000, Galena Park Independent School District 
MO,GALENA R-II,galena sch dist r 2,2912630,26510500300000,NA
IL,Galena USD 120,galena unit school district 120,1716050,14504300300000,NA
IL,Galesburg CUSD 205,galesburg community unit school district 205,1716080,14504800200000, Galesburg Community Unit School District No. 205 
MI,Galesburg-Augusta Community Schools,galesburg augusta comm school dist,2615450,23503900900000, Galesburg-Augusta Community Schools 
WI,Galesville-Ettrick-Trempealeau School District,galesville-ettrick school district,5504960,50506202000000,NA
PA,Galeton Area SD,galeton area sch dist,4210530,39505300800000,NA
OH,Galion City,galion city sch dist,3904402,36501700400000, Galion City School District 
KY,Gallatin County,gallatin co sch dist,2102130,18503900100000, Gallatin County Board of Education 
IL,Gallatin CUSD 7,gallatin community unit school district 7,1700045,14503040100000, Gallatin County Community Unit School District #7 
MT,Gallatin Gateway Elem,gallatin gateway elem dist 35,3011790,27501603500000,NA
MO,GALLATIN R-V,gallatin sch dist r 5,2912660,26503100200000,NA
OH,Gallia County Local,gallia co local sch dist,3906568,36502700700000, Gallia County Local School District 
OH,Gallipolis City,gallipolis city sch dist,3904403,36502700200000, Gallipolis City School District 
NJ,GALLOWAY TOWNSHIP PUBLIC SCHOOL DISTRICT,galloway twp school dist,3405730,31500100400000, Galloway Township School District 
NM,GALLUP-MCKINLEY CTY SCHOOLS,gallup-mckinley county schools,3501110,32501700100000, Gallup-Mckinley County Schools 
CA,Galt Joint Union Elementary,galt jt union elem sch dist,0614790,05503402100000,NA
CA,Galt Joint Union High,galt jt union high school dist,0614820,05503402200000,NA
IL,Galva CUSD 224,galva community unit school district 224,1716140,14503700700000,NA
IA,Galva-Holstein Comm School District,galva-holstein community school district,1912230,16504700400000, Galva-Holstein Community School District 
TX,GALVESTON ISD,galveston ind sch district 902,4820280,44508400400000, Galveston Independent School District 
NY,GALWAY CENTRAL SCHOOL DISTRICT,galway central school district,3611730,33504600600000,NA
TX,GANADO ISD,ganado ind sch dist 902,4820310,44512000200000, Ganado Independent School District 
AZ,Ganado Unified School District (4157),ganado unified school district 20,0403290,03500100600000, Ganado Unified School District No. 20 
NY,GANANDA CENTRAL SCHOOL DISTRICT,gananda central school district,3611740,33505990100000,NA
OK,GANS,gans sch dist 4,4012390,37506801400000, Gans Public School District I-4 
OH,Garaway Local,garaway local sch dist,3905027,36507900200000, Garaway Local School District 
OK,GARBER,garber sch dist 47,4012420,37502400800000, Garber School District District I-47 
KS,Garden City,garden city unified school district 457,2006390,17502800200000,NA
MI,Garden City Public Schools,garden city public schools,2615540,23508202000000, Garden City Public Schools 
NY,GARDEN CITY UNION FREE SCHOOL DISTRICT,garden city u f sch dist,3611760,33503000600000, Garden City Union Free School District 
NE,GARDEN COUNTY SCHOOLS,garden co high sch dist 1,3170800,28503503900000,NA
CA,Garden Grove Unified,garden grove unif school dist,0614880,05503001700000, Garden Grove Unified School District 
ID,GARDEN VALLEY DISTRICT,garden valley school district 71,1601170,13500800500000,NA
MT,Gardiner Elem,gardiner elem sch dist 7,3011820,27503440230100,NA
MT,Gardiner H S,gardiner h s dist 4,3011850,27503440230200,NA
MA,Gardner,gardner public sch,2505130,22201400230100,NA
IL,Gardner CCSD 72C,gardner community consolidated school district 72c,1716230,14503200600000,NA
KS,Gardner Edgerton,gardner-edgerton-antioch school district 231,2006420,17504601100000,NA
IL,Gardner S Wilmington Twp HSD 73,gardner s wilm township high school district 73,1716260,14503200700000,NA
MT,Garfield County H S,garfield co high sch dist,3011880,27501750200000,NA
UT,Garfield District,garfield co sch dist,4900300,45500900100000, Garfield County School District 
CA,Garfield Elementary,garfield elem sch dist,0614910,05501202300000, Garfield Elementary School District 
OH,Garfield Heights City Schools,garfield hgts city school dist,3904404,36501801500000,NA
NJ,Garfield Public School District,garfield school district,3405760,31500260100000, Garfield Board of Education 
WA,Garfield School District,garfield school district 302,5303000,48503800700000,NA
CO,Garfield School District No. Re-2,garfield sch dist r 2,0806240,06502370100000,NA
TX,GARLAND ISD,garland ind sch dist 909,4820340,44505700900000, Garland Independent School District 
TX,GARNER ISD,garner ind sch dist 911,4820370,44518400500000, Garner Independent School District 
IA,Garner-Hayfield-Ventura Comm School District,garner-hayfield-ventura community school district,1912330,16504150100000, Garner-Hayfield-Ventura Community School District 
PA,Garnet Valley SD,garnet valley sch dist,4210590,39502301200000, Garnet Valley School District 
KS,Garnett,garnett unified school district 365,2006450,17500201500000,NA
KY,Garrard County,garrard co sch dist,2102160,18504000100000, Garrard County Board of Education 
SD,Garretson School District 49-4,garretson school district 49-4,4626370,42505002300000,NA
MD,Garrett County Public Schools,garrett county schools,2400360,21101201130100,NA
IN,Garrett-Keyser-Butler Com Sch Corp,garrett-keyser-butler community school corporation,1803840,15501700400000,NA
ND,GARRISON 51,garrison pub sch dist 51,3807590,35502804400000,NA
MT,Garrison Elem,garrison elem dist 20,3021480,27503900900000,NA
TX,GARRISON ISD,garrison ind sch dist 903,4820400,44517400800000, Garrison Independent School District 
NY,GARRISON UNION FREE SCHOOL DISTRICT,garrison u f sch dist,3611860,33504000800000,NA
CA,Garvey Elementary,garvey elem sch dist,0614940,05501903900000, Garvey School District 
NJ,Garwood Boro,garwood boro sch dist,3405790,31502000400000,NA
IN,Gary Community School Corp,gary community school corporation,1803870,15504500800000, Gary Community School Corporation 
TX,GARY ISD,gary ind sch dist 904,4820460,44518300700000, Gary Independent School District 
MO,GASCONADE C-4,gasconade school district c-4,2912720,26505302600000,NA
MO,GASCONADE CO. R-I,gasconade co. school dist. r-1,2914280,26503700300000,NA
MO,GASCONADE CO. R-II,gasconade county school district r-2,2923340,26503700800000,NA
NC,Gaston County Schools,gaston co sch,3701620,34103603630100, Gaston County Board of Education 
OR,Gaston SD 511J,gaston sch dist 511 j,4105430,38503402100000,NA
NC,Gates County Schools,gates co sch,3701680,34103703730100, Gates County Board of Education 
NY,GATES-CHILI CENTRAL SCHOOL DISTRICT,gates chili ctl school dist,3611880,33502800700000, Gates Chili Central School District 
TX,GATESVILLE ISD,gatesville ind sch dist 902,4820500,44505000400000, Gatesville Independent School District 
MA,Gateway,gateway reg sch dist,2505160,22500870100000,NA
NJ,Gateway Regional High School District,gateway regional school dist,3405820,31500870100000, Gateway Regional High School District 
PA,Gateway SD,gateway sch dist,4210620,39500250200000, Gateway School District 
CA,Gateway Unified,gateway unified school district,0614950,05504503600000, Gateway Unified School District 
TX,GAUSE ISD,gause ind sch dist 902,4820520,44516600700000, Gause Independent School District 
IL,Gavin SD 37,gavin school district 37,1716290,14504901800000,NA
MI,Gaylord Community Schools,gaylord comm sch dist,2615730,23506900900000, Gaylord Community Schools 
SD,Gayville-Volin School District 63-1,gayville-volin ind school district 63-1,4626490,42506701900000,NA
CA,Gazelle Union Elementary,gazelle union elem sch dist,0614970,05504701500000, Gazelle Union Elementary School District 
OK,GEARY,geary sch dist 80,4012570,37500600300000, Geary School District I-80 
KS,Geary County Schools,geary county unified school district 475,2007890,17503100800000,NA
IL,Geff CCSD 14,geff community consolidated school district 14,1716320,14509600700000,NA
IL,Gen George Patton SD 133,gen george patton school district 133,1730900,14501601600000,NA
NY,GENERAL BROWN CENTRAL SCHOOL DISTRICT,gen brown central sch,3611910,33502301300000,NA
PA,General McLane SD,general mc lane sch dist,4210650,39502500500000,NA
CA,General Shafter Elementary,gen shafter elem sch dist,0615000,05501504700000,NA
ID,GENESEE JOINT DISTRICT,genesee joint school district 282,1601200,13502900100000,NA
MI,Genesee School District,genesee school district,2615750,23502502200000, Genesee Intermediate School District 
NY,GENESEE VALLEY CENTRAL SCHOOL DISTRICT,genesee valley central school district,3600017,33500200500000, Genesee Valley Central School District 
NY,GENESEO CENTRAL SCHOOL DISTRICT,geneseo central sch dist,3611940,33502600700000,NA
IL,Geneseo CUSD 228,geneseo community unit school district 228,1716350,14503700800000, Geneseo Community Unit School District No. 228 
OH,Geneva Area City,geneva area city sch dist,3904405,36500401000000, Geneva Area City School District 
AL,Geneva City,geneva city school district,0101640,01503180100000, Geneva City Board of Education 
NY,GENEVA CITY SCHOOL DISTRICT,geneva city sch dist,3611970,33503500300000, Geneva City School District 
AL,Geneva County,geneva county school district,0101660,01503100100000, Geneva County Board of Education 
IL,Geneva CUSD 304,geneva community unit school district 304,1716380,14504500900000, Geneva Community Unit School District No. 304 
WI,Geneva J4 School District,geneva-linn joint school district 4,5505100,50506505200000,NA
NE,GENEVA NORTH SCHOOL,geneva north school,3100051,28631000510000,NA
OH,Genoa Area Local,genoa area local sch dist,3904894,36506200500000, Genoa Area Local School District 
AR,GENOA CENTRAL SCHOOL DISTRICT,genoa central sch dist,0504110,04504600200000,NA
WI,Genoa City J2 School District,genoa city joint school district 2,5505130,50506550500000,NA
IL,Genoa Kingston CUSD 424,genoa kingston community unit school district 424,1716410,14501900500000, Genoa-Kingston Community Unit School District No. 424 
CO,Genoa-Hugo School District No. C-113,genoa-hugo school district c113,0804740,06503701300000,NA
AR,GENTRY SCHOOL DISTRICT,gentry sch dist 19,0506540,04500400400000, Gentry School District No. 19 
MS,GEORGE CO SCHOOL DIST,george co sch dist,2801560,25502050100000, George County School District 
NY,GEORGE JUNIOR REPUBLIC UNION FREE SCHOOL DISTRICT,george junior republic union free school district,3615030,33636150300000,NA
TX,GEORGE WEST ISD,george west ind sch dist 901,4820550,44514900100000, George West Independent School District 
IA,George-Little Rock Comm School District,george-little rock school district,1912480,16506050200000, George-Little Rock Community School District 
MA,Georgetown,georgetown town schs,2505220,22300500630100,NA
SC,Georgetown 01,georgetown county school district,4502280,41502200100000,NA
OH,Georgetown Exempted Village,georgetown ex vlg school dist,3904537,36500800500000, Georgetown Exempted Village School District 
TX,GEORGETOWN ISD,georgetown ind sch dist 904,4820600,44524600500000, Georgetown Independent School District 
ME,Georgetown Public Schools,georgetown town schools,2305970,20301200530100,NA
IL,Georgetown-Ridge Farm CUD 4,georgetown ridgefarm community unit district 4,1700092,14509201900000,NA
NY,GEORGETOWN-SOUTH OTSELIC CENTRAL SCHOOL DISTRICT,otselic valley central sch dist at georgetown-south otselic,3622100,33500900900000,NA
VT,Georgia School District,georgia town sch dist,5004140,46500600800000,NA
MT,Geraldine K-12,geraldine public schools,3012210,27500840300000,NA
CA,Gerber Union Elementary,gerber union elem sch dist,0615090,05505200800000, Gerber Union Elementary School District 
NE,GERING PUBLIC SCHOOLS,gering public sch dist 16,3100098,28507900100000,NA
TN,Germantown,germantown municipal school district,4700151,43207900410200, Germantown Municipal School District 
NY,GERMANTOWN CENTRAL SCHOOL DISTRICT,germantown central sch,3612030,33501101000000,NA
IL,Germantown Hills SD 69,germantown hills school district 69,1716560,14510200300000,NA
WI,Germantown School District,germantown school district,5505160,50506701500000, Germantown School District 
IL,Germantown SD 60,germantown school district 60,1716530,14501400800000,NA
OK,GERONIMO,geronimo sch dist 4,4012630,37501601100000, Geronimo School District I-4 
OR,Gervais SD 1,gervais school dist 1,4100015,38502402000000, Gervais School District No.1 
PA,Gettysburg Area SD,gettysburg area sch dist,4210710,39500101500000, Gettysburg Area School District 
SD,Gettysburg School District 53-1,gettysburg school district 53-1,4626970,42505401300000,NA
MT,GEYSER K-12 SCHOOLS,geyser h s 58,3012300,27502340130200,NA
CA,Geyserville Unified,geyserville unif sch dist,0615150,05504902200000, Geyserville Unified School District 
TX,GHOLSON ISD,gholson independent sch dist 925,4820610,44515500700000, Gholson Independent School District 
IL,Giant City CCSD 130,giant city community consolidated school district 130,1716590,14503900800000,NA
NE,GIBBON PUBLIC SCHOOLS,gibbon sch dist 2,3170980,28501008600000, Gibbon Public Schools 
NJ,Gibbsboro Elementary School District,gibbsboro sch dist,3405850,31500401300000,NA
WI,Gibraltar Area School District,gibraltar area school district,5505220,50501502200000,NA
MI,Gibraltar School District,gibraltar sch dist,2615870,23508202100000, Gibraltar School District 
