"","state","nces_original_name","gov_unit_original_name","ncesid","censusid","county_nces","student","acfrs_original_name"
"5978","AZ","John F. Kennedy Day School",NA,"5900076",NA,"Gila County","212.00000",NA
"5979","IN","John Glenn School Corporation","john glenn school corporation","1809120","15507180100000","St. Joseph County","2062.00000",NA
"5980","NH","John Stark Regional School District","john stark reg school district","3300003","30500740600000","Merrimack County","615.00000",NA
"5981","CA","John Swett Unified","john swett unified sch dist","0618990","05500701200000","Contra Costa County","1422.00000"," john swett unified school district "
"5982","NY","JOHNSBURG CENTRAL SCHOOL DISTRICT","johnsburg central school district","3615870","33505700800000","Warren County","318.00000",NA
"5983","IL","Johnsburg CUSD 12","johnsburg consolidated school district 12","1720490","14505601400000","McHenry County","1807.00000"," johnsburg community unit school district 12 "
"5984","TN","Johnson City","johnson city sch dist","4702130","43209000130100","Washington County","8098.00000"," johnson county schools "
"5985","NY","JOHNSON CITY CENTRAL SCHOOL DISTRICT","johnson city ctl school dist","3615900","33500401200000","Broome County","2432.00000"," johnson city central school district "
"5986","TX","JOHNSON CITY ISD","johnson city ind sch dist 901","4824840","44501600200000","Blanco County","642.00000"," johnson city independent school district "
"5987","NE","JOHNSON CO CENTRAL PUBLIC SCHS","johnson county school district","3100176","28504906000000","Johnson County","493.00000"," johnson county central public schools "
"5988","MO","JOHNSON CO. R-VII","johnson county school dist r 7","2908320","26505100200000","Johnson County","539.00000",NA
"5989","GA","Johnson County","johnson co sch dist","1303120","11508300100000","Johnson County","1096.00000"," johnson county board of education "
"5990","KY","Johnson County","johnson co school district","2103060","18505800100000","Johnson County","3590.00000"," johnson county school district "
"5991","TN","Johnson County","johnson co sch dist","4702160","43104604630100","Johnson County","2102.00000"," johnson county schools "
"5992","WY","Johnson County School District #1","johnson co sch dist 1","5603770","51501000200000","Johnson County","1269.00000"," johnson county school district no.1 "
"5993","WI","Johnson Creek School District","johnson creek school district","5507170","50502803800000","Jefferson County","646.00000",NA
"5994","NE","JOHNSON-BROCK PUBLIC SCHOOLS","johnson brock sch dist 23","3172335","28506402400000","Nemaha County","350.00000"," johnson-brock public schools district no. 23 "
"5995","PA","Johnsonburg Area SD","johnsonburg area school dist","4212570","39502400700000","Elk County","577.00000",NA
"5996","RI","Johnston","johnston public schs","4400540","40300400630100","Providence County","3258.00000",NA
"5997","IL","Johnston City CUSD 1","johnston city community unit school district 1","1720550","14510001600000","Williamson County","1100.00000"," johnston city community unit school district 1 "
"5998","IA","Johnston Comm School District","johnston community school district","1915450","16507701600000","Polk County","7517.00000"," johnston community school district "
"5999","NC","Johnston County Public Schools","johnston co schools","3702370","34105105130100","Johnston County","37295.00000"," johnston county board of education "
"6000","CA","Johnstonville Elementary","johnstonville elementary school district","0619050","05501800600000","Lassen County","183.00000"," johnstonville elementary school district "
"6001","NY","JOHNSTOWN CITY SCHOOL DISTRICT","johnstown city sch dist","3615980","33501801000000","Fulton County","1646.00000",NA
"6002","OH","Johnstown-Monroe Local","johnstown monroe school dist","3904798","36504501000000","Licking County","1686.00000"," johnstown-monroe local school district "
"6003","ID","JOINT SCHOOL DISTRICT NO. 2","west ada school district 2","1602100","13500100300000","Ada County","40600.00000",NA
"6004","MT","Joliet Elem","joliet elem sch dist 7","3015200","27500540430100","Carbon County","250.00000",NA
"6005","MT","Joliet H S","joliet high school dist 7","3015260","27500540430200","Carbon County","106.00000",NA
"6006","IL","Joliet PSD 86","joliet school district 86","1720580","14509901600000","Will County","10798.00000"," joliet public school district no. 86 "
"6007","IL","Joliet Twp HSD 204","joliet township high school district 204","1720610","14509901700000","Will County","6636.00000"," joliet township high school district 204 "
"6008","OH","Jonathan Alder Local","jonathan alder local school dist","3904826","36504900400000","Madison County","2244.00000"," jonathan alder local school district "
"6009","OK","JONES","jones sch dist 9","4015840","37505501400000","Oklahoma County","1123.00000"," jones school district i-9 "
"6010","OK","Jones Academy",NA,"5900200",NA,"Pittsburg County","61.00000",NA
"6011","MS","JONES CO SCHOOL DIST","jones county school district","2802280","25503450100000","Jones County","8837.00000"," jones county school district "
"6012","GA","Jones County","jones co sch dist","1303150","11508400100000","Jones County","5291.00000"," jones county board of education "
"6013","SD","Jones County School District 37-3","jones county school district 37-3","4619580","42503800600000","Jones County","168.00000",NA
"6014","NC","Jones County Schools","jones co sch","3702400","34105205230100","Jones County","1101.00000"," jones county board of education "
"6015","TX","JONESBORO ISD","jonesboro independent school dist 909","4824900","44505000600000","Hamilton County","349.00000"," jonesboro independent school district "
"6016","ME","Jonesboro Public Schools","jonesboro town schools","2306900","20301502330100","Washington County","69.00000",NA
"6017","AR","JONESBORO SCHOOL DISTRICT","jonesboro sch dist","0508280","04501600800000","Craighead County","6719.00000","jonesboro school district no.1"
"6018","ME","Jonesport Public Schools","jonesport elementary school","2307100","20301502430100","Washington County","103.00000",NA
"6019","MI","Jonesville Community Schools","jonesville comm sch dist","2619920","23503000900000","Hillsdale County","1453.00000"," jonesville community schools "
"6020","MO","JOPLIN SCHOOLS","joplin sch dist r 8","2916350","26504903400000","Jasper County","7817.00000","joplin schools"
"6021","IL","Joppa-Maple Grove UD 38","joppa-maple grove united school district 38","1700015","14506400500000","Massac County","243.00000",NA
"6022","UT","Jordan District","jordan sch dist","4900420","45501800200000","Salt Lake County","57771.00000"," jordan school district "
"6023","MT","Jordan Elem","jordan elem dist 1","3015340","27501700100000","Garfield County","98.00000",NA
"6024","MN","JORDAN PUBLIC SCHOOL DISTRICT","jordan ind sch dist 717","2715750","24507000200000","Scott County","1907.00000"," jordan public schools-isd 717 "
"6025","OR","Jordan Valley SD 3","jordan valley sch dist 3","4106820","38502301400000","Malheur County","56.00000"," jordan valley school district no. 3 "
"6026","NY","JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT","jordan elbridge ctl sch dist","3615990","33503401000000","Onondaga County","1286.00000"," jordan-elbridge central school district "
"6027","OH","Joseph Badger Local","joseph badger local sch dist","3905017","36507850100000","Trumbull County","670.00000"," joseph badger local school district "
"6028","AZ","Joseph City Unified District (4388)","joseph city school district 2","0404010","03500900400000","Navajo County","469.00000",NA
"6029","OR","Joseph SD 6","joseph sch dist 6","4106870","38503200700000","Wallowa County","264.00000"," joseph school district no. 6 "
"6030","TX","JOSHUA ISD","joshua ind sch dist 905","4824930","44512600900000","Johnson County","5618.00000"," joshua independent school district "
"6031","TX","JOURDANTON ISD","jourdanton ind sch dist 902","4824960","44500700400000","Atascosa County","1618.00000"," jourdanton independent school district "
"6032","UT","Juab District","juab co sch dist","4900450","45501200100000","Juab County","2687.00000"," juab school district "
"6033","WI","Juda School District","juda school district","5507230","50502305400000","Green County","293.00000",NA
"6034","CT","Judicial Centers","judicial centers","0900222","07609002220000","Hartford County","67.00000",NA
"6035","MT","Judith Gap Elem","judith gap elem sch dist 21j","3015360","27505440230100","Wheatland County","15.00000",NA
"6036","MT","Judith Gap H S","judith gap h s dist 21j","3015390","27505440230200","Wheatland County","5.00000",NA
"6037","TX","JUDSON ISD","judson ind sch dist 916","4824990","44501500200000","Bexar County","23680.00000"," judson independent school district "
"6038","CO","Julesburg School District No. Re1","julesburg sch dist re-1","0804860","06505870100000","Sedgwick County","829.00000"," julesburg school district re-1 "
"6039","CA","Julian Union Elementary","julian union elem sch dist","0619140","05503702200000","San Diego County","274.00000"," julian union school district "
"6040","CA","Julian Union High","julian union high school dist","0619110","05503702300000","San Diego County","108.00000"," julian union school district "
"6041","CA","Junction City Elementary","junction city elem school dist","0619170","05505301100000","Trinity County","78.00000",NA
"6042","AR","JUNCTION CITY SCHOOL DISTRICT","junction city sch dist 75","0508340","04507000300000","Union County","683.00000"," junction city school district no. 75 "
"6043","OR","Junction City SD 69","junction city sch dist 69","4106930","38502002200000","Lane County","1724.00000"," junction city school district no. 69 "
"6044","CA","Junction Elementary","junction elem sch dist","0619200","05504502000000","Shasta County","330.00000"," junction city elementary school district "
"6045","CA","Junction Elementary","junction elem sch dist","0619230","05504702300000","Siskiyou County","18.00000"," junction city elementary school district "
"6046","MO","JUNCTION HILL C-12","junction hill school dist c-12","2915060","26504600100000","Howell County","217.00000",NA
"6047","TX","JUNCTION ISD","junction ind sch dist 901","4825020","44513400100000","Kimble County","584.00000"," junction independent school district "
"6048","AK","Juneau Borough School District","juneau borough school district","0200210","02200800130100","Juneau City and Borough","4725.00000",NA
"6049","PA","Juniata County SD","juniata co school dist","4212600","39503470100000","Juniata County","2640.00000"," juniata county school district "
