"","name","government_ID","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed","geo_id","city_town","state.name","population","state.abb","original_name","CITY","COUNTY_AREA_NAME"
"84","Knoxville","43204700100000","General Purpose",433508599,144093599,28456155,0,0,2730000,212393379,0,15737674,0,9647792,22929039,7415427,8405973,284409269,22615970,300543738,0,0,0,323159708,FALSE,"1600000US4740000","Knoxville city","Tennessee",190740,"TN","CITY OF KNOXVILLE","KNOXVILLE","KNOX"
"85","Akron","36207700100000","General Purpose",1916598410,500258072,82584823,53079555,673585702,30400000,259698109,718158,171057880,0,62368936,174697235,35261142,42050197,313220687,67061713,498167548,0,0,0,565229261,FALSE,"1600000US3901000","Akron city","Ohio",190469,"OH","CITY OF AKRON","AKRON","SUMMIT"
"86","Shreveport","19200900300000","General Purpose",2178154165,991459000,31464314,1389000,416000,18767000,405751570,0,664082313,0,8377000,159689719,29625379,19106643,205372128,-37858048,451651917,0,0,0,413793869,FALSE,"1600000US2270000","Shreveport city","Louisiana",187593,"LA","CITY OF SHREVEPORT","SHREVEPORT","CADDO"
"87","Brownsville","44203100100000","General Purpose",330283167,166584901,36152938,199735,0,2666365,34638141,0,64274486,0,14222823,40832205,40676526,18705171,83518214,18624561,165107555,0,0,0,183732116,FALSE,"1600000US4810768","Brownsville city","Texas",186738,"TX","CITY OF BROWNSVILLE","BROWNSVILLE","CAMERON"
"88","Newport News","47212100100000","General Purpose",1061036400,483680972,113445135,0,0,0,319123372,7570636,90719491,0,21902807,184276134,37789099,23495068,461104371,60763418,645901254,0,0,0,706664672,FALSE,"1600000US5156000","Newport News city","Virginia",186247,"VA","CITY OF NEWPORT NEWS","NEWPORT NEWS","NEWPORT NEWS CITY"
"89","Fort Lauderdale","10200600400000","General Purpose",1338682563,936202367,127054032,5429217,35771822,4622000,120884019,0,37825906,0,39589506,347889816,57532542,11103054,279049493,89853089,605721816,20997936,327479,0,695574905,FALSE,"1600000US1224000","Fort Lauderdale city","Florida",182760,"FL","CITY OF FORT LAUDERDALE","FORT LAUDERDALE","BROWARD"
"90","Chattanooga","43203300100000","General Purpose",1411368868,504657297,252351235,2713547,13000000,157992737,313924768,2756000,133680042,0,28732564,875496025,32525747,19129925,286583546,68425231,1145310012,0,0,0,1213735243,FALSE,"1600000US4714000","Chattanooga city","Tennessee",181099,"TN","CITY OF CHATTANOOGA","CHATTANOOGA","HAMILTON"
"91","Aurora","14204500100000","General Purpose",1097865523,149005000,53287369,0,19617000,0,612961000,0,234550000,0,20911000,66687247,22336739,7806994,194915019,-41876733,333622732,0,0,0,291745999,FALSE,"1600000US1703012","Aurora city","Illinois",180542,"IL","CITY OF AURORA","AURORA","KANE"
"92","Eugene","38202000400000","General Purpose",409541314,90399285,44424107,0,0,5076000,233103473,0,17100078,0,15998371,113274903,29692462,39934148,179634926,4971664,357564775,0,0,0,362536439,FALSE,"1600000US4123850","Eugene city","Oregon",176654,"OR","CITY OF EUGENE","EUGENE","LANE"
"93","Salem","38202401100000","General Purpose",541494809,300922052,29108132,0,0,9568735,162618663,0,15891684,1625180,11223958,165378074,17941189,48078912,145274423,38748040,337924558,104324905,3890870,17527474,376672598,FALSE,"1600000US4164900","Salem city","Oregon",175535,"OR","CITY OF SALEM","SALEM","MARION"
"94","Cary","34209200200000","General Purpose",716258273,123675146,57624270,3017294,1200000,0,40241828,0,142110468,0,7805264,123764919,8948302,60847904,171389501,53630393,311320233,0,0,0,364950626,FALSE,"1600000US3710740","Cary town","North Carolina",174721,"NC","TOWN OF CARY","CARY","WAKE"
"95","Pembroke Pines","10200650900000","General Purpose",667841417,297678377,27529980,0,0,0,242917045,0,71722400,0,15875130,192005553,9733908,5961543,145719041,6757798,346662247,0,0,0,353420045,FALSE,"1600000US1255775","Pembroke Pines city","Florida",171178,"FL","CITY OF PEMBROKE PINES","PEMBROKE PINES","BROWARD"
"96","Springfield","26203900300000","General Purpose",433075689,223545173,29510405,2122150,3970000,8053500,139545338,0,0,0,15576168,103807037,21371882,6712131,196640280,20255911,308275419,0,0,0,328531330,FALSE,"1600000US2970000","Springfield city","Missouri",169176,"MO","CITY OF SPRINGFIELD","SPRINGFIELD","GREENE"
"97","Clarksville","43206300100000","General Purpose",596788120,372298015,63725979,0,0,41376602,21296674,0,90211773,0,7859797,322822021,10262029,40445177,83089137,68578441,388039923,0,0,0,456618364,FALSE,"1600000US4715160","Clarksville city","Tennessee",166722,"TN","CITY OF CLARKSVILLE","CLARKSVILLE","MONTGOMERY"
"98","Alexandria","47210100100000","General Purpose",1176176353,825299708,65175427,0,0,195000,185290567,4407297,50704397,0,28202197,95645794,60197277,6782807,743938020,14397446,892166452,5048457,2000,0,906563898,FALSE,"1600000US5101000","Alexandria city","Virginia",159467,"VA","CITY OF ALEXANDRIA","ALEXANDRIA","ALEXANDRIA CITY"
"99","Macon-Bibb County","11201100100000","General Purpose",439652656,107404981,22059949,239446,0,991175,113112850,0,139391697,0,7838274,41879542,14154216,4761162,196452845,19941073,237306692,0,0,0,257247765,FALSE,"1600000US1349008","Macon-Bibb County","Georgia",157346,"GA","COUNTY OF MACON-BIBB","MACON","BIBB"
"100","Kansas City","17210500300000","General Purpose",1913913571,1222612493,103093747,16042830,48240935,57255000,215269317,7205822,185533371,0,56926878,388303277,60608841,2285954,242699837,17204808,676693101,0,0,0,693897909,FALSE,"1600000US2036000","Kansas City city","Kansas",156607,"KS","UNIFIED GOVERNMENT OF WYANDOTTE COUNTY AND KANSAS CITY","KANSAS CITY","WYANDOTTE"
"101","Springfield","22200700300000","General Purpose",2600100914,179004121,69446472,10825287,0,15843779,813906113,0,1475652046,0,23276096,40369817,570049758,38581375,293739053,-55285571,998025574,0,0,0,942740003,FALSE,"1600000US2567000","Springfield city","Massachusetts",155929,"MA","CITY OF SPRINGFIELD","SPRINGFIELD","HAMPDEN"
"102","Killeen","44201400300000","General Purpose",359323391,219419905,21327749,1030950,0,0,89852954,0,14156508,0,13535320,82891225,12968418,7163178,84845533,13105325,174763029,0,0,0,187868354,FALSE,"1600000US4839148","Killeen city","Texas",153095,"TX","CITY OF KILLEEN","KILLEEN","BELL"
"103","Hollywood","10200600700000","General Purpose",1605479101,194146118,45553928,6578988,93065972,37299029,650230567,0,530686603,0,17561910,200382755,7274693,5165729,211797528,-59895561,484516266,105700717,2295387,-89888,424620705,FALSE,"1600000US1232000","Hollywood city","Florida",153067,"FL","CITY OF HOLLYWOOD","HOLLYWOOD","BROWARD"
"104","Murfreesboro","43207500200000","General Purpose",648861427,231403140,57031039,0,138273396,0,35263825,15681627,164807646,0,18711344,247138233,95654416,22015420,145584434,41078428,469314075,0,0,0,510392503,FALSE,"1600000US4751560","Murfreesboro city","Tennessee",152769,"TN","CITY OF MURFREESBORO","MURFREESBORO","RUTHERFORD"
"105","Pasadena","44210101700000","General Purpose",302385781,165874234,29825022,0,0,0,16298335,0,54908141,0,34439669,77604324,18122791,5837270,132025242,37970034,195619593,0,0,0,233589627,FALSE,"1600000US4856000","Pasadena city","Texas",151950,"TX","CITY OF PASADENA","PASADENA","HARRIS"
"106","Bellevue","48201700400000","General Purpose",458566000,315943000,45638000,0,239000,0,33169000,37143000,29726000,0,15776000,242370000,21911000,50842000,253803000,110496000,458430000,0,0,0,568926000,FALSE,"1600000US5305210","Bellevue city","Washington",151854,"WA","CITY OF BELLEVUE","BELLEVUE","KING"
"107","Joliet","14209900700000","General Purpose",1345518694,11935048,32042028,0,174410887,0,351937553,0,752235970,0,15607974,95708051,16990220,4905987,145633820,-41588524,304826602,0,0,0,263238078,FALSE,"1600000US1738570","Joliet city","Illinois",150362,"IL","CITY OF JOLIET","JOLIET","WILL"
"108","Charleston","41201000100000","General Purpose",610025602,165179406,36521609,20583283,0,21240995,211790739,0,36197022,0,10204868,89958388,9656343,41288543,194724914,54044317,281583871,0,0,0,335628188,FALSE,"1600000US4513330","Charleston city","South Carolina",150227,"SC","CITY OF CHARLESTON","CHARLESTON","CHARLESTON"
"109","Mesquite","44205702000000","General Purpose",554665943,350406661,26571755,0,0,0,117522022,0,35865706,0,20474312,107107223,26285784,15425200,119102386,37828087,230092506,73738789,857012,5048272,267920593,FALSE,"1600000US4847892","Mesquite city","Texas",150108,"TX","CITY OF MESQUITE","MESQUITE","DALLAS"
"110","Naperville","14202201200000","General Purpose",310752894,127034873,45091972,0,0,0,100259576,9451068,20775997,0,12083906,244504981,11419229,12797285,144820223,16637185,396904533,0,0,0,413541718,FALSE,"1600000US1751622","Naperville city","Illinois",149540,"IL","CITY OF NAPERVILLE","NAPERVILLE","DUPAGE"
"111","Rockford","14210100600000","General Purpose",557504222,102547607,18323621,22719125,24370827,0,316078790,0,39998717,0,8893199,78383742,37226428,497436,170067182,32958905,253215883,3368756,15109,0,286174788,FALSE,"1600000US1765000","Rockford city","Illinois",148655,"IL","CITY OF ROCKFORD","ROCKFORD","WINNEBAGO"
"112","Syracuse","33203401500000","General Purpose",1774033514,589470627,79798135,2431572,0,0,190044852,29560359,748954550,0,15404574,57628006,92563769,13762669,639032442,72397882,730589004,0,0,0,802986886,FALSE,"1600000US3673000","Syracuse city","New York",148620,"NY","CITY OF SYRACUSE","SYRACUSE","ONONDAGA"
"113","Savannah","11202500300000","General Purpose",447277119,244730783,51197082,0,19350610,0,82031901,0,0,11541212,23565984,147940763,14341320,53244683,185042292,66874213,333694845,0,0,0,400569058,FALSE,"1600000US1369000","Savannah city","Georgia",147780,"GA","CITY OF SAVANNAH","SAVANNAH","CHATHAM"
"114","Mcallen","44210800700000","General Purpose",396724182,295278833,31067126,3223504,0,0,41827931,0,11510277,0,13816512,95855690,26964679,22216441,140211620,31586094,253662336,20772227,1035018,642508,285248430,FALSE,"1600000US4845384","McAllen city","Texas",142210,"TX","CITY OF MCALLEN","MCALLEN","HIDALGO"
"115","Olathe","17204601200000","General Purpose",570691415,314251141,30418204,1170091,12304672,76776277,98421588,0,31071031,0,6278411,87280075,4712680,19504894,147841740,23075557,236263832,52995033,345347,0,259339389,FALSE,"1600000US2052575","Olathe city","Kansas",141290,"KS","CITY OF OLATHE","OLATHE","JOHNSON"
"116","Gainesville","10200100300000","General Purpose",2383064794,2061225626,101541263,0,0,44784421,31574166,0,2006628,0,9967827,458780333,21612900,7638795,86830628,-3468771,578331427,0,0,0,574862656,FALSE,"1600000US1225175","Gainesville city","Florida",141085,"FL","CITY OF GAINESVILLE","GAINESVILLE","ALACHUA"
"117","West Valley City","45201860300000","General Purpose",229305953,137843065,29368418,12138093,0,28501418,12976675,0,0,0,6151576,35495384,25390390,10977794,77640683,18462470,131041781,0,0,0,149504251,FALSE,"1600000US4983470","West Valley City city","Utah",140230,"UT","CITY OF WEST VALLEY CITY","WEST VALLEY CITY","SALT LAKE"
"118","Denton","44206100200000","General Purpose",1354089678,1049684565,112035898,0,0,0,87260281,0,46643540,0,16831039,355254895,8991320,51285945,160314056,114821932,461024284,0,0,0,575846216,FALSE,"1600000US4819972","Denton city","Texas",139869,"TX","CITY OF DENTON","DENTON","DENTON"
"119","Warren","23205001400000","General Purpose",559758460,124229637,16935979,11720603,8531009,0,168468857,0,193163130,0,11675707,72475235,20536870,9286649,122688746,64627763,160359737,0,0,0,224987500,FALSE,"1600000US2684000","Warren city","Michigan",139387,"MI","CITY OF WARREN","WARREN","MACOMB"
"120","Cedar Rapids","16205700300000","General Purpose",712780541,439123098,99633826,0,0,31786000,105020666,0,15485657,0,10049559,179798983,16319246,49968386,160080001,70584818,335581798,0,0,0,406166616,FALSE,"1600000US1912000","Cedar Rapids city","Iowa",137710,"IA","CITY OF CEDAR RAPIDS","CEDAR RAPIDS","LINN"
"121","Dayton","36205700400000","General Purpose",660620683,174234058,36150263,0,8560454,0,255767962,1098473,97078208,0,16930640,150697309,47218306,20854950,190910417,26462353,383218629,0,284174,0,409680982,FALSE,"1600000US3921000","Dayton city","Ohio",137644,"OH","CITY OF DAYTON","DAYTON","MONTGOMERY"
"122","Elizabeth","31202000100000","General Purpose",670972623,137593000,0,0,42925038,0,286011195,0,180119805,0,0,0,0,0,452415129,52893396,399521733,0,0,0,452415129,FALSE,"1600000US3421000","Elizabeth city","New Jersey",137298,"NJ","CITY OF ELIZABETH","ELIZABETH","UNION"
"123","Hampton","47211500100000","General Purpose",673993504,380629140,58737317,2868142,0,190000,142947126,0,71713959,0,8908072,77456289,88191538,5078078,260073342,23194624,407604623,0,0,0,430799247,FALSE,"1600000US5135000","Hampton city","Virginia",137148,"VA","CITY OF HAMPTON","HAMPTON","HAMPTON CITY"
"124","Columbia","41204000100000","General Purpose",1461095233,858756313,75244528,23251463,0,450000,221387000,0,229909006,0,11247015,283755423,13770162,9027868,88679491,27118094,368114850,0,0,0,395232944,FALSE,"1600000US4516000","Columbia city","South Carolina",136632,"SC","CITY OF COLUMBIA","COLUMBIA","RICHLAND"
"125","Miramar","10200600900000","General Purpose",529832245,171340907,23833807,3256992,45899039,17575000,179713651,0,47602887,0,17124773,114352882,7825092,3923848,112934627,10659308,228377141,0,0,0,239036449,FALSE,"1600000US1245975","Miramar city","Florida",134721,"FL","CITY OF MIRAMAR","MIRAMAR","BROWARD"
"126","Coral Springs","10200670200000","General Purpose",205440575,88856139,23614279,7783952,10106372,0,45210431,0,22391567,0,7477835,81470244,16220013,1249858,120585797,13536457,205989455,24359646,345019,2644,219525912,FALSE,"1600000US1214400","Coral Springs city","Florida",134394,"FL","CITY OF CORAL SPRINGS","CORAL SPRINGS","BROWARD"
"127","Sterling Heights","23205080100000","General Purpose",502855953,105781838,26401139,0,18860521,0,195363810,0,97175962,0,5146913,63227883,11251311,17116537,92377556,7554635,176418652,0,0,0,183973287,FALSE,"1600000US2676460","Sterling Heights city","Michigan",134346,"MI","CITY OF STERLING HEIGHTS","STERLING HEIGHTS","MACOMB"
"128","Carrollton","44205700400000","General Purpose",295214740,213634785,24750876,0,0,13895850,7494471,0,17108518,0,16554932,74897826,9301172,3063022,148015218,44168539,191108699,0,0,0,235277238,FALSE,"1600000US4813024","Carrollton city","Texas",133434,"TX","CITY OF CARROLLTON","CARROLLTON","DALLAS"
"129","Midland","44216500100000","General Purpose",809531187,240641174,39444451,238028119,0,0,243544388,0,17105439,0,5865184,131353901,17304477,40004122,152235809,36373620,304524689,0,0,0,340898309,FALSE,"1600000US4848072","Midland city","Texas",132524,"TX","CITY OF MIDLAND","MIDLAND","MIDLAND"
"130","Norman","37201400400000","General Purpose",323602298,68180848,22565617,0,67697316,102765332,40296319,241484,8762331,0,10334412,64002801,10767930,9120093,114184673,14806623,183268874,0,0,0,198075497,FALSE,"1600000US4052500","Norman city","Oklahoma",128026,"OK","CITY OF NORMAN","NORMAN","CLEVELAND"
"131","Topeka","17208900300000","General Purpose",670267235,446476059,40313045,1396635,23474854,24794632,117212981,0,6586367,0,10012662,92087961,20895403,14013272,136278596,14358136,248917096,0,0,0,263275232,FALSE,"1600000US2071000","Topeka city","Kansas",126587,"KS","CITY OF TOPEKA","TOPEKA","SHAWNEE"
"132","Columbia","26201000300000","General Purpose",516399319,232312966,37780865,14848,0,212444,124439740,0,0,246815,6318755,233644459,8600210,12216954,82510524,33261811,303710336,0,0,0,336972147,FALSE,"1600000US2915670","Columbia city","Missouri",126254,"MO","CITY OF COLUMBIA","COLUMBIA","BOONE"
"133","Fargo","35200900900000","General Purpose",1176170781,714553757,40172944,2429983,67711867,200064436,124495710,86894,2625421,0,6371977,96454324,43110440,108014111,111500046,47541650,311537271,0,0,0,359078921,FALSE,"1600000US3825700","Fargo city","North Dakota",125990,"ND","CITY OF FARGO","FARGO","CASS"
"134","Allentown","39203900200000","General Purpose",254480961,50928114,15282546,2841432,0,58185404,29876792,0,93303720,0,4059053,40589292,13850852,6400538,84249673,3337746,141752609,0,0,0,145090355,FALSE,"1600000US4202000","Allentown city","Pennsylvania",125845,"PA","CITY OF ALLENTOWN","ALLENTOWN","LEHIGH"
"135","Pearland","44202050300000","General Purpose",876752939,802205405,35835828,540848,0,0,21010403,0,7625138,0,9535351,87325706,20999062,8604062,147085128,34327873,229686085,0,0,0,264013958,FALSE,"1600000US4856348","Pearland city","Texas",125828,"TX","CITY OF PEARLAND","PEARLAND","BRAZORIA"
"136","Abilene","44222100100000","General Purpose",490152762,367531360,18651197,0,0,0,82591526,0,4898946,0,11254995,89770264,11448757,6140502,111114571,11845590,206628504,0,0,0,218474094,FALSE,"1600000US4801000","Abilene city","Texas",125182,"TX","CITY OF ABILENE","ABILENE","TAYLOR"
"137","Ann Arbor","23208100100000","General Purpose",542010894,157091011,29780214,0,118649652,14474385,99474757,0,95729250,0,16724854,109758391,16424627,1070562,120939172,2788823,245403929,0,0,0,248192752,FALSE,"1600000US2603000","Ann Arbor city","Michigan",123851,"MI","CITY OF ANN ARBOR","ANN ARBOR","WASHTENAW"
"138","Independence","26204800500000","General Purpose",864516905,356367010,32337137,755122,145095000,0,94576057,0,204525153,0,24488826,215371089,7851184,862235,94992803,207455,318869856,0,0,0,319077311,FALSE,"1600000US2935000","Independence city","Missouri",123011,"MO","CITY OF INDEPENDENCE","INDEPENDENCE","JACKSON"
"139","Rochester","24205500400000","General Purpose",576554457,424975375,43007517,0,2190000,0,74792625,0,14615838,0,16973102,243633378,27051632,39380285,130989823,87855728,353199390,0,0,0,441055118,FALSE,"1600000US2754880","Rochester city","Minnesota",121395,"MN","CITY OF ROCHESTER","ROCHESTER","OLMSTED"
"140","Lafayette","19202800400000","General Purpose",1052345560,713121275,52790043,0,2865000,0,172101826,0,39985771,0,27183336,334824866,39571999,1649419,196330409,53437206,518939487,37491409,8144128,0,572376693,FALSE,"1600000US2240735","Lafayette city","Louisiana",121374,"LA","CITY-PARISH OF LAFAYETTE","LAFAYETTE","LAFAYETTE"
"141","College Station","44202100200000","General Purpose",473957614,399948383,36821104,0,0,0,30722428,0,1297794,0,5167905,181842395,10893943,14714368,90451547,58753660,239148593,0,0,0,297902253,FALSE,"1600000US4815976","College Station city","Texas",120511,"TX","CITY OF COLLEGE STATION","COLLEGE STATION","BRAZOS"
"142","Palm Bay","10200550200000","General Purpose",267337852,134741006,30661123,5913753,0,33050000,30501345,0,12381313,0,6273999,66630453,1670146,8542519,74138793,36692164,114289747,31326190,1173581,7592339,150981911,FALSE,"1600000US1254000","Palm Bay city","Florida",119760,"FL","CITY OF PALM BAY","PALM BAY","BREVARD"
